month_start,account_id,cost_center_id,budget_amount
2024-01-01,A410200,CC130,42634.76
2024-01-01,A410200,CC131,67460.94
2024-01-01,A410200,CC132,77005.56
2024-01-01,A410200,CC133,58321.9
2024-01-01,A410200,CC134,34195.79
2024-01-01,A410200,CC135,41835.83
2024-01-01,A410200,CC136,35342.3
2024-01-01,A410200,CC137,51091.89
2024-01-01,A410200,CC138,29416.49
2024-01-01,A410200,CC139,25272.33
2024-01-01,A410200,CC140,50052.21
2024-01-01,A410200,CC141,47878.61
2024-01-01,A410200,CC142,33516.16
2024-01-01,A410200,CC143,50173.14
2024-01-01,A410200,CC144,34365.16
2024-01-01,A410300,CC100,78813.17
2024-01-01,A410300,CC101,39229.94
2024-01-01,A410300,CC102,58472.08
2024-01-01,A410300,CC103,67753.27
2024-01-01,A410300,CC104,27072.64
2024-01-01,A410300,CC105,28858.02
2024-01-01,A410300,CC106,49532.14
2024-01-01,A410300,CC107,57483.92
2024-01-01,A410300,CC108,35965.83
2024-01-01,A410300,CC109,25913.71
2024-01-01,A410300,CC110,70041.96
2024-01-01,A410300,CC111,42973.04
2024-01-01,A410300,CC112,47578.35
2024-01-01,A410300,CC113,42800.21
2024-01-01,A410300,CC114,60711.51
2024-01-01,A410300,CC115,55654.45
2024-01-01,A410300,CC116,38728.92
2024-01-01,A410300,CC117,43550.8
2024-01-01,A410300,CC118,21967.29
2024-01-01,A410300,CC119,42217.65
2024-01-01,A410300,CC120,34108.65
2024-01-01,A410300,CC121,42389.63
2024-01-01,A410300,CC122,48448.69
2024-01-01,A410300,CC123,34765.26
2024-01-01,A410300,CC124,56453.81
2024-01-01,A410300,CC125,52171.56
2024-01-01,A410300,CC126,42612.02
2024-01-01,A410300,CC127,58270.96
2024-01-01,A410300,CC128,86690.95
2024-01-01,A410300,CC129,74550.01
2024-01-01,A410300,CC130,35547.72
2024-01-01,A410300,CC131,43198.93
2024-01-01,A410300,CC132,36661.38
2024-01-01,A410300,CC133,31098.47
2024-01-01,A410300,CC134,13172.76
2024-01-01,A410300,CC135,42637.83
2024-01-01,A410300,CC136,56678.14
2024-01-01,A410300,CC137,44205.39
2024-01-01,A410300,CC138,70132.46
2024-01-01,A410300,CC139,45605.75
2024-01-01,A410300,CC140,35307.71
2024-01-01,A410300,CC141,76174.27
2024-01-01,A410300,CC142,55988.69
2024-01-01,A410300,CC143,60774.33
2024-01-01,A410300,CC144,51967.03
2024-01-01,A510100,CC100,-38110.76
2024-01-01,A510100,CC101,-31783.7
2024-01-01,A510100,CC102,-45891.8
2024-01-01,A510100,CC103,-55042.28
2024-01-01,A510100,CC104,-40272.57
2024-01-01,A510100,CC105,-31617.86
2024-01-01,A510100,CC106,-37942.24
2024-01-01,A510100,CC107,-44006.39
2024-01-01,A510100,CC108,-41218.43
2024-01-01,A510100,CC109,-45326.48
2024-01-01,A510100,CC110,-39277.74
2024-01-01,A510100,CC111,-61573.34
2024-01-01,A510100,CC112,-52775.18
2024-01-01,A510100,CC113,-35761.02
2024-01-01,A510100,CC114,-42102.05
2024-01-01,A510100,CC115,-46441.18
2024-01-01,A510100,CC116,-25929.32
2024-01-01,A510100,CC117,-35820.75
2024-01-01,A510100,CC118,-51966.61
2024-01-01,A510100,CC119,-38823.6
2024-01-01,A510100,CC120,-52638.23
2024-01-01,A510100,CC121,-38092.38
2024-01-01,A510100,CC122,-13388.91
2024-01-01,A510100,CC123,-46389.0
2024-01-01,A510100,CC124,-31328.72
2024-01-01,A510100,CC125,-34182.79
2024-01-01,A510100,CC126,-27507.72
2024-01-01,A510100,CC127,-18262.76
2024-01-01,A510100,CC128,-33736.02
2024-01-01,A510100,CC129,-28087.67
2024-01-01,A510100,CC130,-49548.68
2024-01-01,A510100,CC131,-22575.11
2024-01-01,A510100,CC132,-43653.25
2024-01-01,A510100,CC133,-24202.63
2024-01-01,A510100,CC134,-44553.24
2024-01-01,A510100,CC135,-22318.82
2024-01-01,A510100,CC136,-35204.89
2024-01-01,A510100,CC137,-29442.42
2024-01-01,A510100,CC138,-36907.45
2024-01-01,A510100,CC139,-35848.42
2024-01-01,A510100,CC140,-25095.35
2024-01-01,A510100,CC141,-35875.28
2024-01-01,A510100,CC142,-35066.93
2024-01-01,A510100,CC143,-30683.2
2024-01-01,A510100,CC144,-32133.68
2024-01-01,A510200,CC100,-46794.43
2024-01-01,A510200,CC101,-38831.85
2024-01-01,A510200,CC102,-25819.04
2024-01-01,A510200,CC103,-42035.09
2024-01-01,A510200,CC104,-52904.43
2024-01-01,A510200,CC105,-46650.35
2024-01-01,A510200,CC106,-34358.99
2024-01-01,A510200,CC107,-44464.05
2024-01-01,A510200,CC108,-27079.22
2024-01-01,A510200,CC109,-60428.74
2024-01-01,A510200,CC110,-33240.85
2024-01-01,A510200,CC111,-26578.22
2024-01-01,A510200,CC112,-30241.6
2024-01-01,A510200,CC113,-37205.75
2024-01-01,A510200,CC114,-55568.36
2024-01-01,A510200,CC115,-35837.69
2024-01-01,A510200,CC116,-35443.91
2024-01-01,A510200,CC117,-35208.99
2024-01-01,A510200,CC118,-32696.78
2024-01-01,A510200,CC119,-61158.17
2024-01-01,A510200,CC120,-32899.8
2024-01-01,A510200,CC121,-28767.43
2024-01-01,A510200,CC122,-46285.12
2024-01-01,A510200,CC123,-33524.01
2024-01-01,A510200,CC124,-42225.6
2024-01-01,A510200,CC125,-30880.51
2024-01-01,A510200,CC126,-39587.32
2024-01-01,A510200,CC127,-45341.66
2024-01-01,A510200,CC128,-55438.5
2024-01-01,A510200,CC129,-69965.24
2024-01-01,A510200,CC130,-41905.72
2024-01-01,A510200,CC131,-24821.77
2024-01-01,A510200,CC132,-41752.95
2024-01-01,A510200,CC133,-14223.22
2024-01-01,A510200,CC134,-36988.91
2024-01-01,A510200,CC135,-39757.83
2024-01-01,A510200,CC136,-29018.02
2024-01-01,A510200,CC137,-47003.61
2024-01-01,A510200,CC138,-43104.66
2024-01-01,A510200,CC139,-40247.53
2024-01-01,A510200,CC140,-24728.12
2024-01-01,A510200,CC141,-63597.6
2024-01-01,A510200,CC142,-55271.34
2024-01-01,A510200,CC143,-28345.83
2024-01-01,A510200,CC144,-28723.26
2024-01-01,A510300,CC100,-41589.67
2024-01-01,A510300,CC101,-50418.74
2024-01-01,A510300,CC102,-36068.02
2024-01-01,A510300,CC103,-41505.69
2024-01-01,A510300,CC104,-50953.94
2024-01-01,A510300,CC105,-37372.69
2024-01-01,A510300,CC106,-45786.28
2024-01-01,A510300,CC107,-35255.17
2024-01-01,A510300,CC108,-39935.57
2024-01-01,A510300,CC109,-29224.63
2024-01-01,A510300,CC110,-29989.63
2024-01-01,A510300,CC111,-45217.38
2024-01-01,A510300,CC112,-41915.77
2024-01-01,A510300,CC113,-37108.52
2024-01-01,A510300,CC114,-55377.87
2024-01-01,A510300,CC115,-39327.38
2024-01-01,A510300,CC116,-41810.57
2024-01-01,A510300,CC117,-31104.6
2024-01-01,A510300,CC118,-24553.81
2024-01-01,A510300,CC119,-40376.92
2024-01-01,A510300,CC120,-30389.3
2024-01-01,A510300,CC121,-26481.84
2024-01-01,A510300,CC122,-40375.99
2024-01-01,A510300,CC123,-37736.36
2024-01-01,A510300,CC124,-50114.82
2024-01-01,A510300,CC125,-52012.53
2024-01-01,A510300,CC126,-43765.87
2024-01-01,A510300,CC127,-32791.56
2024-01-01,A510300,CC128,-38831.21
2024-01-01,A510300,CC129,-26556.82
2024-01-01,A510300,CC130,-37468.57
2024-01-01,A510300,CC131,-60148.69
2024-01-01,A510300,CC132,-37455.05
2024-01-01,A510300,CC133,-56217.82
2024-01-01,A510300,CC134,-34780.31
2024-01-01,A510300,CC135,-26132.67
2024-01-01,A510300,CC136,-29125.88
2024-01-01,A510300,CC137,-46424.96
2024-01-01,A510300,CC138,-20229.16
2024-01-01,A510300,CC139,-42629.25
2024-01-01,A510300,CC140,-18231.28
2024-01-01,A510300,CC141,-49331.13
2024-01-01,A510300,CC142,-22207.01
2024-01-01,A510300,CC143,-35505.57
2024-01-01,A510300,CC144,-13514.51
2024-01-01,A610100,CC100,-25208.24
2024-01-01,A610100,CC101,-6880.83
2024-01-01,A610100,CC102,-8765.65
2024-01-01,A610100,CC103,-7819.05
2024-01-01,A610100,CC104,-22889.85
2024-01-01,A610100,CC105,-22165.31
2024-01-01,A610100,CC106,-26489.14
2024-01-01,A610100,CC107,-22568.43
2024-01-01,A610100,CC108,-15529.73
2024-01-01,A610100,CC109,-20524.63
2024-01-01,A610100,CC110,-21142.28
2024-01-01,A610100,CC111,-16498.75
2024-01-01,A610100,CC112,-13742.04
2024-01-01,A610100,CC113,-21013.22
2024-01-01,A610100,CC114,-8208.41
2024-01-01,A610100,CC115,-14962.6
2024-01-01,A610100,CC116,-13151.99
2024-01-01,A610100,CC117,-15989.99
2024-01-01,A610100,CC118,-24620.97
2024-01-01,A610100,CC119,-8126.02
2024-01-01,A610100,CC120,-11915.57
2024-01-01,A610100,CC121,-19042.32
2024-01-01,A610100,CC122,-21791.95
2024-01-01,A610100,CC123,-11311.64
2024-01-01,A610100,CC124,-33878.66
2024-01-01,A610100,CC125,-10923.21
2024-01-01,A610100,CC126,-19556.5
2024-01-01,A610100,CC127,-29083.96
2024-01-01,A610100,CC128,-18898.93
2024-01-01,A610100,CC129,-21448.81
2024-01-01,A610100,CC130,-19704.34
2024-01-01,A610100,CC131,-12553.17
2024-01-01,A610100,CC132,-19294.49
2024-01-01,A610100,CC133,-19003.07
2024-01-01,A610100,CC134,-27640.88
2024-01-01,A610100,CC135,-13518.49
2024-01-01,A610100,CC136,-20971.98
2024-01-01,A610100,CC137,-21834.81
2024-01-01,A610100,CC138,-22270.99
2024-01-01,A610100,CC139,-17613.33
2024-01-01,A610100,CC140,-9475.65
2024-01-01,A610100,CC141,-17032.15
2024-01-01,A610100,CC142,-15866.98
2024-01-01,A610100,CC143,-8847.2
2024-01-01,A610100,CC144,-12232.45
2024-01-01,A610200,CC100,-22968.21
2024-01-01,A610200,CC101,-24674.62
2024-01-01,A610200,CC102,-16623.45
2024-01-01,A610200,CC103,-14599.8
2024-01-01,A610200,CC104,-10984.25
2024-01-01,A610200,CC105,-15769.9
2024-01-01,A610200,CC106,-17574.72
2024-01-01,A610200,CC107,-13647.92
2024-01-01,A610200,CC108,-18895.95
2024-01-01,A610200,CC109,-19573.31
2024-01-01,A610200,CC110,-16839.15
2024-01-01,A610200,CC111,-24747.76
2024-01-01,A610200,CC112,-26952.2
2024-01-01,A610200,CC113,-6910.21
2024-01-01,A610200,CC114,-17273.94
2024-01-01,A610200,CC115,-17837.22
2024-01-01,A610200,CC116,-11833.92
2024-01-01,A610200,CC117,-23820.19
2024-01-01,A610200,CC118,-14027.55
2024-01-01,A610200,CC119,-18055.45
2024-01-01,A610200,CC120,-25560.44
2024-01-01,A610200,CC121,-39463.57
2024-01-01,A610200,CC122,-27319.36
2024-01-01,A610200,CC123,-23291.31
2024-01-01,A610200,CC124,-12833.14
2024-01-01,A610200,CC125,-20050.29
2024-01-01,A610200,CC126,-19596.07
2024-01-01,A610200,CC127,-23620.81
2024-01-01,A610200,CC128,-20435.03
2024-01-01,A610200,CC129,-12612.23
2024-01-01,A610200,CC130,-22636.19
2024-01-01,A610200,CC131,-21861.3
2024-01-01,A610200,CC132,-20714.16
2024-01-01,A610200,CC133,-26453.46
2024-01-01,A610200,CC134,-19230.6
2024-01-01,A610200,CC135,-20949.56
2024-01-01,A610200,CC136,-24326.72
2024-01-01,A610200,CC137,-11949.97
2024-01-01,A610200,CC138,-22820.34
2024-01-01,A610200,CC139,-14835.2
2024-01-01,A610200,CC140,-31624.85
2024-01-01,A610200,CC141,-22287.43
2024-01-01,A610200,CC142,-20510.71
2024-01-01,A610200,CC143,-19336.78
2024-01-01,A610200,CC144,-25367.63
2024-01-01,A610300,CC100,-19725.01
2024-01-01,A610300,CC101,-20674.88
2024-01-01,A610300,CC102,-27136.19
2024-01-01,A610300,CC103,-26968.38
2024-01-01,A610300,CC104,-14101.39
2024-01-01,A610300,CC105,-20517.43
2024-01-01,A610300,CC106,-13307.75
2024-01-01,A610300,CC107,-17290.53
2024-01-01,A610300,CC108,-27202.77
2024-01-01,A610300,CC109,-14601.58
2024-01-01,A610300,CC110,-25769.85
2024-01-01,A610300,CC111,-20086.91
2024-01-01,A610300,CC112,-30598.48
2024-01-01,A610300,CC113,-17445.52
2024-01-01,A610300,CC114,-24821.39
2024-01-01,A610300,CC115,-19426.98
2024-01-01,A610300,CC116,-18689.86
2024-01-01,A610300,CC117,-12817.56
2024-01-01,A610300,CC118,-16976.84
2024-01-01,A610300,CC119,-28694.29
2024-01-01,A610300,CC120,-19403.48
2024-01-01,A610300,CC121,-13287.25
2024-01-01,A610300,CC122,-12816.17
2024-01-01,A610300,CC123,-18776.02
2024-01-01,A610300,CC124,-19383.43
2024-01-01,A610300,CC125,-24080.62
2024-01-01,A610300,CC126,-27669.51
2024-01-01,A610300,CC127,-33621.82
2024-01-01,A610300,CC128,-13641.17
2024-01-01,A610300,CC129,-29492.48
2024-01-01,A610300,CC130,-18686.11
2024-01-01,A610300,CC131,-26233.32
2024-01-01,A610300,CC132,-17466.42
2024-01-01,A610300,CC133,-13474.4
2024-01-01,A610300,CC134,-18621.32
2024-01-01,A610300,CC135,-20794.73
2024-01-01,A610300,CC136,-28548.57
2024-01-01,A610300,CC137,-30131.83
2024-01-01,A610300,CC138,-12603.11
2024-01-01,A610300,CC139,-28847.28
2024-01-01,A610300,CC140,-20716.26
2024-01-01,A610300,CC141,-15814.44
2024-01-01,A610300,CC142,-9161.96
2024-01-01,A610300,CC143,-17146.82
2024-01-01,A610300,CC144,-25798.49
2024-01-01,A610400,CC100,-30682.51
2024-01-01,A610400,CC101,-12279.85
2024-01-01,A610400,CC102,-30853.76
2024-01-01,A610400,CC103,-20820.47
2024-01-01,A610400,CC104,-28641.88
2024-01-01,A610400,CC105,-24114.95
2024-01-01,A610400,CC106,-27847.95
2024-01-01,A610400,CC107,-15003.39
2024-01-01,A610400,CC108,-16866.1
2024-01-01,A610400,CC109,-25736.3
2024-01-01,A610400,CC110,-17168.63
2024-01-01,A610400,CC111,-12449.48
2024-01-01,A610400,CC112,-14077.91
2024-01-01,A610400,CC113,-21508.29
2024-01-01,A610400,CC114,-20187.06
2024-01-01,A610400,CC115,-25074.45
2024-01-01,A610400,CC116,-17818.36
2024-01-01,A610400,CC117,-20997.97
2024-01-01,A610400,CC118,-14354.29
2024-01-01,A610400,CC119,-17997.05
2024-01-01,A610400,CC120,-25247.88
2024-01-01,A610400,CC121,-12683.56
2024-01-01,A610400,CC122,-22084.8
2024-01-01,A610400,CC123,-15181.1
2024-01-01,A610400,CC124,-14730.14
2024-01-01,A610400,CC125,-19983.66
2024-01-01,A610400,CC126,-19025.08
2024-01-01,A610400,CC127,-9718.08
2024-01-01,A610400,CC128,-23679.67
2024-01-01,A610400,CC129,-10505.18
2024-01-01,A610400,CC130,-20994.66
2024-01-01,A610400,CC131,-16185.4
2024-01-01,A610400,CC132,-11221.61
2024-01-01,A610400,CC133,-23527.75
2024-01-01,A610400,CC134,-24963.86
2024-01-01,A610400,CC135,-8238.96
2024-01-01,A610400,CC136,-14661.07
2024-01-01,A610400,CC137,-19372.4
2024-01-01,A610400,CC138,-10378.06
2024-01-01,A610400,CC139,-24835.88
2024-01-01,A610400,CC140,-15315.92
2024-01-01,A610400,CC141,-22458.91
2024-01-01,A610400,CC142,-14270.44
2024-01-01,A610400,CC143,-27072.97
2024-01-01,A610400,CC144,-26821.83
2024-01-01,A610500,CC100,-20368.59
2024-01-01,A610500,CC101,-18088.37
2024-01-01,A610500,CC102,-13747.02
2024-01-01,A610500,CC103,-21557.14
2024-01-01,A610500,CC104,-24300.57
2024-01-01,A610500,CC105,-26347.61
2024-01-01,A610500,CC106,-28521.23
2024-01-01,A610500,CC107,-21430.63
2024-01-01,A610500,CC108,-22201.88
2024-01-01,A610500,CC109,-16371.6
2024-01-01,A610500,CC110,-16388.54
2024-01-01,A610500,CC111,-13933.82
2024-01-01,A610500,CC112,-10430.47
2024-01-01,A610500,CC113,-10830.76
2024-01-01,A610500,CC114,-21913.52
2024-01-01,A610500,CC115,-18023.18
2024-01-01,A610500,CC116,-15662.04
2024-01-01,A610500,CC117,-14162.67
2024-01-01,A610500,CC118,-17273.38
2024-01-01,A610500,CC119,-14511.23
2024-01-01,A610500,CC120,-16683.14
2024-01-01,A610500,CC121,-11284.7
2024-01-01,A610500,CC122,-20488.45
2024-01-01,A610500,CC123,-24306.57
2024-01-01,A610500,CC124,-22614.6
2024-01-01,A610500,CC125,-23342.39
2024-01-01,A610500,CC126,-26143.0
2024-01-01,A610500,CC127,-15143.58
2024-01-01,A610500,CC128,-22022.41
2024-01-01,A610500,CC129,-13716.18
2024-01-01,A610500,CC130,-17093.26
2024-01-01,A610500,CC131,-20170.29
2024-01-01,A610500,CC132,-20780.86
2024-01-01,A610500,CC133,-25191.09
2024-01-01,A610500,CC134,-21404.5
2024-01-01,A610500,CC135,-25432.23
2024-01-01,A610500,CC136,-23110.51
2024-01-01,A610500,CC137,-23001.82
2024-01-01,A610500,CC138,-14288.85
2024-01-01,A610500,CC139,-11044.69
2024-01-01,A610500,CC140,-17561.4
2024-01-01,A610500,CC141,-31331.96
2024-01-01,A610500,CC142,-28721.4
2024-01-01,A610500,CC143,-12609.35
2024-01-01,A610500,CC144,-24821.15
2024-01-01,A610600,CC100,-18456.31
2024-01-01,A610600,CC101,-15959.82
2024-01-01,A610600,CC102,-17502.72
2024-01-01,A610600,CC103,-18704.04
2024-01-01,A610600,CC104,-21210.55
2024-01-01,A610600,CC105,-11588.88
2024-01-01,A610600,CC106,-17078.24
2024-01-01,A610600,CC107,-17104.19
2024-01-01,A610600,CC108,-24265.05
2024-01-01,A610600,CC109,-25441.75
2024-01-01,A610600,CC110,-20590.63
2024-01-01,A610600,CC111,-18628.45
2024-01-01,A610600,CC112,-12512.28
2024-01-01,A610600,CC113,-26544.16
2024-01-01,A610600,CC114,-15429.46
2024-01-01,A610600,CC115,-17439.5
2024-01-01,A610600,CC116,-21985.79
2024-01-01,A610600,CC117,-13487.24
2024-01-01,A610600,CC118,-25162.72
2024-01-01,A610600,CC119,-26456.2
2024-01-01,A610600,CC120,-13305.37
2024-01-01,A610600,CC121,-25351.62
2024-01-01,A610600,CC122,-20678.98
2024-01-01,A610600,CC123,-10773.45
2024-01-01,A610600,CC124,-13943.75
2024-01-01,A610600,CC125,-19741.98
2024-01-01,A610600,CC126,-23969.24
2024-01-01,A610600,CC127,-22067.05
2024-01-01,A610600,CC128,-33700.14
2024-01-01,A610600,CC129,-12849.06
2024-01-01,A610600,CC130,-19447.81
2024-01-01,A610600,CC131,-23475.76
2024-01-01,A610600,CC132,-27824.21
2024-01-01,A610600,CC133,-23373.78
2024-01-01,A610600,CC134,-17098.2
2024-01-01,A610600,CC135,-13171.81
2024-01-01,A610600,CC136,-11234.84
2024-01-01,A610600,CC137,-30438.02
2024-01-01,A610600,CC138,-14849.53
2024-01-01,A610600,CC139,-24916.43
2024-01-01,A610600,CC140,-20674.45
2024-01-01,A610600,CC141,-16264.42
2024-01-01,A610600,CC142,-25369.15
2024-01-01,A610600,CC143,-21947.28
2024-01-01,A610600,CC144,-23197.1
2024-01-01,A610700,CC100,-11261.7
2024-01-01,A610700,CC101,-18666.5
2024-01-01,A610700,CC102,-21251.51
2024-01-01,A610700,CC103,-11083.67
2024-01-01,A610700,CC104,-20409.55
2024-01-01,A610700,CC105,-21173.22
2024-01-01,A610700,CC106,-20380.93
2024-01-01,A610700,CC107,-21422.82
2024-01-01,A610700,CC108,-13155.46
2024-01-01,A610700,CC109,-13628.62
2024-01-01,A610700,CC110,-11351.03
2024-01-01,A610700,CC111,-18784.29
2024-01-01,A610700,CC112,-25452.19
2024-01-01,A610700,CC113,-21043.95
2024-01-01,A610700,CC114,-21566.21
2024-01-01,A610700,CC115,-14223.54
2024-01-01,A610700,CC116,-17379.05
2024-01-01,A610700,CC117,-10751.41
2024-01-01,A610700,CC118,-23309.3
2024-01-01,A610700,CC119,-15704.02
2024-01-01,A610700,CC120,-12262.81
2024-01-01,A610700,CC121,-25066.31
2024-01-01,A610700,CC122,-14706.43
2024-01-01,A610700,CC123,-29932.74
2024-01-01,A610700,CC124,-27544.23
2024-01-01,A610700,CC125,-23006.51
2024-01-01,A610700,CC126,-18541.94
2024-01-01,A610700,CC127,-22530.27
2024-01-01,A610700,CC128,-17893.06
2024-01-01,A610700,CC129,-22522.97
2024-01-01,A610700,CC130,-8916.12
2024-01-01,A610700,CC131,-16794.01
2024-01-01,A610700,CC132,-18841.84
2024-01-01,A610700,CC133,-23328.4
2024-01-01,A610700,CC134,-19126.7
2024-01-01,A610700,CC135,-22325.9
2024-01-01,A610700,CC136,-30027.53
2024-01-01,A610700,CC137,-25564.22
2024-01-01,A610700,CC138,-33354.12
2024-01-01,A610700,CC139,-26461.55
2024-01-01,A610700,CC140,-15771.35
2024-01-01,A610700,CC141,-18593.72
2024-01-01,A610700,CC142,-19026.34
2024-01-01,A610700,CC143,-10604.34
2024-01-01,A610700,CC144,-15230.54
2024-02-01,A410100,CC100,61863.06
2024-02-01,A410100,CC101,73665.44
2024-02-01,A410100,CC102,40486.58
2024-02-01,A410100,CC103,27603.84
2024-02-01,A410100,CC104,11898.72
2024-02-01,A410100,CC105,73690.04
2024-02-01,A410100,CC106,55553.42
2024-02-01,A410100,CC107,62987.3
2024-02-01,A410100,CC108,44360.84
2024-02-01,A410100,CC109,51162.12
2024-02-01,A410100,CC110,58240.85
2024-02-01,A410100,CC111,29296.5
2024-02-01,A410100,CC112,44440.66
2024-02-01,A410100,CC113,26679.52
2024-02-01,A410100,CC114,21054.07
2024-02-01,A410100,CC115,39984.23
2024-02-01,A410100,CC116,89639.21
2024-02-01,A410100,CC117,49738.49
2024-02-01,A410100,CC118,28094.56
2024-02-01,A410100,CC119,55143.77
2024-02-01,A410100,CC120,69323.25
2024-02-01,A410100,CC121,51530.38
2024-02-01,A410100,CC122,37936.3
2024-02-01,A410100,CC123,30214.55
2024-02-01,A410100,CC124,84612.13
2024-02-01,A410100,CC125,46153.33
2024-02-01,A410100,CC126,51112.93
2024-02-01,A410100,CC127,27216.16
2024-02-01,A410100,CC128,28342.02
2024-02-01,A410100,CC129,94790.97
2024-02-01,A410100,CC130,12718.16
2024-02-01,A410100,CC131,23890.2
2024-02-01,A410100,CC132,68359.43
2024-02-01,A410100,CC133,35347.96
2024-02-01,A410100,CC134,65429.17
2024-02-01,A410100,CC135,29583.34
2024-02-01,A410100,CC136,37344.27
2024-02-01,A410100,CC137,37683.47
2024-02-01,A410100,CC138,30079.6
2024-02-01,A410100,CC139,44616.32
2024-02-01,A410100,CC140,36897.49
2024-02-01,A410100,CC141,76063.21
2024-02-01,A410100,CC142,73138.31
2024-02-01,A410100,CC143,51919.97
2024-02-01,A410100,CC144,17621.38
2024-02-01,A410200,CC100,33858.03
2024-02-01,A410200,CC101,33504.34
2024-02-01,A410200,CC102,25623.63
2024-02-01,A410200,CC103,17730.67
2024-02-01,A410200,CC104,41511.05
2024-02-01,A410200,CC105,28224.6
2024-02-01,A410200,CC106,84443.13
2024-02-01,A410200,CC107,51657.36
2024-02-01,A410200,CC108,23752.61
2024-02-01,A410200,CC109,38662.97
2024-02-01,A410200,CC110,45221.05
2024-02-01,A410200,CC111,59426.22
2024-02-01,A410200,CC112,59100.36
2024-02-01,A410200,CC113,29869.07
2024-02-01,A410200,CC114,50955.66
2024-02-01,A410200,CC115,21431.55
2024-02-01,A410200,CC116,28525.3
2024-02-01,A410200,CC117,54542.85
2024-02-01,A410200,CC118,34384.73
2024-02-01,A410200,CC119,48294.59
2024-02-01,A410200,CC120,44796.95
2024-02-01,A410200,CC121,35329.21
2024-02-01,A410200,CC122,60484.08
2024-02-01,A410200,CC123,91290.48
2024-02-01,A410200,CC124,46467.44
2024-02-01,A410200,CC125,19899.76
2024-02-01,A410200,CC126,37240.55
2024-02-01,A410200,CC127,48537.77
2024-02-01,A410200,CC128,39505.0
2024-02-01,A410200,CC129,69349.98
2024-02-01,A410200,CC130,59354.86
2024-02-01,A410200,CC131,60999.26
2024-02-01,A410200,CC132,45674.4
2024-02-01,A410200,CC133,43309.67
2024-02-01,A410200,CC134,45616.49
2024-02-01,A410200,CC135,43591.86
2024-02-01,A410200,CC136,37220.24
2024-02-01,A410200,CC137,45991.29
2024-02-01,A410200,CC138,84894.42
2024-02-01,A410200,CC139,58261.75
2024-02-01,A410200,CC140,44059.2
2024-02-01,A410200,CC141,65175.41
2024-02-01,A410200,CC142,20542.91
2024-02-01,A410200,CC143,74606.1
2024-02-01,A410200,CC144,75769.26
